Fecha,Sitio,Grabadora,Hora_inicio,Hora_fin,Especie,punto escucha-V,punto escucha-O,movimiento-V,movimiento-O,Mas de 100m,Fuera de censo,Climatología,Comentarios,censador
10/03/2023,Control,1,8:30,8:50,Turdus merula,0,2,1,0,0,,Buen tiempo,,
10/03/2023,Control,1,8:30,8:50,Curruca melanocephala,0,4,0,4,0,,Buen tiempo,,
10/03/2023,Control,1,8:30,8:50,Galerida theklae,0,1,0,1,0,,Buen tiempo,,
10/03/2023,Control,1,8:30,8:50,Cyanopica cooki,1,3,0,2,0,,Buen tiempo,,
10/03/2023,Control,1,8:30,8:50,Erithacus rubecula,0,1,0,0,0,,Buen tiempo,,
10/03/2023,Control,1,8:30,8:50,Curruca undata,1,3,0,0,0,,Buen tiempo,,
10/03/2023,Control,1,8:30,8:50,Serinus serinus,0,1,2,0,0,,Buen tiempo,,
10/03/2023,Control,1,8:30,8:50,Hirundo rustica,0,0,0,1,0,,Buen tiempo,,
10/03/2023,Sabinar,2,9:05,9:25,Serinus serinus,1,2,4,3,0,,Buen tiempo,,
10/03/2023,Sabinar,2,9:05,9:25,Fringilla coelebs,0,3,3,0,0,,Buen tiempo,,
10/03/2023,Sabinar,2,9:05,9:25,Chloris chloris,0,3,0,0,0,,Buen tiempo,,
10/03/2023,Sabinar,2,9:05,9:25,Curruca melanocephala,0,3,0,2,0,,Buen tiempo,,
10/03/2023,Sabinar,2,9:05,9:25,Turdus merula,0,1,1,1,0,,Buen tiempo,,
10/03/2023,Sabinar,2,9:05,9:25,Columba palumbus,0,0,2,0,0,,Buen tiempo,,
10/03/2023,Ojillo,3,9:34,9:55,Cyanopica cooki,3,1,0,2,0,,Buen tiempo,,
10/03/2023,Ojillo,3,9:34,9:55,Turdus merula,0,3,0,3,0,,Buen tiempo,,
10/03/2023,Ojillo,3,9:34,9:55,Serinus serinus,0,3,3,0,0,,Buen tiempo,,
10/03/2023,Ojillo,3,9:34,9:55,Curruca melanocephala,0,2,0,3,0,,Buen tiempo,,
10/03/2023,Ojillo,3,9:34,9:55,Corvus corax,0,2,0,0,0,,Buen tiempo,,
10/03/2023,Ojillo,3,9:34,9:55,Parus major,0,2,0,0,0,,Buen tiempo,,
10/03/2023,Ojillo,3,9:34,9:55,Columba palumbus,1,1,0,1,0,,Buen tiempo,,
10/03/2023,Ojillo,3,9:34,9:55,Curruca undata,0,0,1,1,0,,Buen tiempo,,
10/03/2023,Ojillo,3,9:34,9:55,Phylloscopus collybita,0,0,0,2,0,,Buen tiempo,,
10/03/2023,Ojillo,3,9:34,9:55,Turdus philomelos,0,0,1,0,0,,Buen tiempo,,
10/03/2023,Ojillo,3,9:34,9:55,Chloris chloris,0,0,0,2,0,,Buen tiempo,,
10/03/2023,Santa Olalla,4,10:08,10:30,Cisticola juncidis,0,3,0,0,0,,Buen tiempo,,
10/03/2023,Santa Olalla,4,10:08,10:30,Luscinia megarhynchos,0,1,0,0,0,,Buen tiempo,,
10/03/2023,Santa Olalla,4,10:08,10:30,Turdus merula,0,2,0,0,0,,Buen tiempo,,
10/03/2023,Santa Olalla,4,10:08,10:30,Serinus serinus,2,0,0,2,0,,Buen tiempo,,
10/03/2023,Santa Olalla,4,10:08,10:30,Curruca melanocephala,0,3,1,3,0,,Buen tiempo,,
10/03/2023,Santa Olalla,4,10:08,10:30,Saxicola rubicola,2,0,0,0,0,,Buen tiempo,,
10/03/2023,Santa Olalla,4,10:08,10:30,Curruca undata,0,1,0,0,0,,Buen tiempo,,
10/03/2023,Santa Olalla,4,10:08,10:30,Gallinago gallinago,1,0,0,0,0,,Buen tiempo,,
10/03/2023,Santa Olalla,4,10:08,10:30,Upupa epops,0,1,0,2,0,,Buen tiempo,,
10/03/2023,Santa Olalla,4,10:08,10:30,Anthus pratensis,0,0,0,1,0,,Buen tiempo,,
10/03/2023,Santa Olalla,4,10:08,10:30,Milvus milvus,0,0,0,0,1,,Buen tiempo,,
10/03/2023,Santa Olalla,4,10:08,10:30,Circus aeruginosus,0,0,0,0,1,,Buen tiempo,,
10/03/2023,Santa Olalla,4,10:08,10:30,Phoenicopterus roseus,0,0,0,0,85,,Buen tiempo,,
10/03/2023,Santa Olalla,4,10:08,10:30,Fulica atra,0,0,0,0,40,,Buen tiempo,,
10/03/2023,Santa Olalla,4,10:08,10:30,Spatula clypeata,0,0,0,0,220,,Buen tiempo,,
10/03/2023,Santa Olalla,4,10:08,10:30,Tachybaptus ruficollis,0,0,0,0,1,,Buen tiempo,,
10/03/2023,Santa Olalla,4,10:08,10:30,Circus cyaneus,0,0,0,0,1,,Buen tiempo,,
10/03/2023,Santa Olalla,4,10:08,10:30,Anas crecca,0,0,0,0,15,,Buen tiempo,,
10/03/2023,Santa Olalla,4,10:08,10:30,Porphyrio porphyrio,0,0,0,0,1,,Buen tiempo,,
10/03/2023,Santa Olalla,4,10:08,10:30,Himantopus himantopus,0,0,0,0,10,,Buen tiempo,,
10/03/2023,Santa Olalla,4,10:08,10:30,Calidris pugnax,0,0,0,0,4,,Buen tiempo,,
10/03/2023,Torre Palacio,8,10:42,11:02,Sturnus unicolor,0,15,0,0,0,,Buen tiempo,,
10/03/2023,Torre Palacio,8,10:42,11:02,Ciconia ciconia,0,2,2,0,0,,Buen tiempo,,
10/03/2023,Torre Palacio,8,10:42,11:02,Ardea cinerea,2,0,0,0,0,,Buen tiempo,,
10/03/2023,Torre Palacio,8,10:42,11:02,Anas platyrhynchos,6,0,0,0,0,,Buen tiempo,,
10/03/2023,Torre Palacio,8,10:42,11:02,Streptopelia decaocto,2,2,0,0,0,,Buen tiempo,,
10/03/2023,Torre Palacio,8,10:42,11:02,Apus apus,3,2,0,0,0,,Buen tiempo,,
10/03/2023,Torre Palacio,8,10:42,11:02,Passer domesticus,8,0,4,2,0,,Buen tiempo,,
10/03/2023,Torre Palacio,8,10:42,11:02,Luscinia megarhynchos,0,1,1,1,0,,Buen tiempo,,
10/03/2023,Torre Palacio,8,10:42,11:02,Corvus corax,1,0,0,0,0,,Buen tiempo,,
10/03/2023,Torre Palacio,8,10:42,11:02,Serinus serinus,0,0,2,0,0,,Buen tiempo,,
10/03/2023,Torre Palacio,8,10:42,11:02,Parus major,0,0,2,0,0,,Buen tiempo,,
10/03/2023,Torre Palacio,8,10:42,11:02,Turdus philomelos,0,0,1,0,0,,Buen tiempo,,
10/03/2023,Torre Palacio,8,10:42,11:02,Cyanistes caeruleus,0,0,2,2,0,,Buen tiempo,,
10/03/2023,Torre Palacio,8,10:42,11:02,Oriolus oriolus,0,0,0,1,0,,Buen tiempo,,
10/03/2023,Torre Palacio,8,10:42,11:02,Troglodytes troglodytes,0,0,1,0,0,,Buen tiempo,,
10/03/2023,Torre Palacio,8,10:42,11:02,Fringilla coelebs,0,0,1,0,0,,Buen tiempo,,
10/03/2023,Martinazo,11,11:19,11:38,Emberiza calandra,0,2,1,2,0,,Buen tiempo,,
10/03/2023,Martinazo,11,11:19,11:38,Pica pica,2,1,0,0,0,,Buen tiempo,,
10/03/2023,Martinazo,11,11:19,11:38,Ciconia ciconia,6,0,0,0,0,,Buen tiempo,,
10/03/2023,Martinazo,11,11:19,11:38,Saxicola rubicola,1,1,4,1,0,,Buen tiempo,,
10/03/2023,Martinazo,11,11:19,11:38,Hirundo rustica,1,0,0,0,0,,Buen tiempo,,
10/03/2023,Martinazo,11,11:19,11:38,Serinus serinus,0,2,2,0,0,,Buen tiempo,,
10/03/2023,Martinazo,11,11:19,11:38,Luscinia megarhynchos,0,1,0,0,0,,Buen tiempo,,
10/03/2023,Martinazo,11,11:19,11:38,Anthus pratensis,0,1,0,0,0,,Buen tiempo,,
10/03/2023,Martinazo,11,11:19,11:38,Curruca melanocephala,2,0,1,1,0,,Buen tiempo,,
10/03/2023,Martinazo,11,11:19,11:38,Milvus migrans,2,0,0,0,0,,Buen tiempo,,
10/03/2023,Martinazo,11,11:19,11:38,Cisticola juncidis,0,1,0,0,0,,Buen tiempo,,
10/03/2023,Martinazo,11,11:19,11:38,Lanius meridionalis,0,0,1,0,0,,Buen tiempo,,
10/03/2023,Martinazo,11,11:19,11:38,Alauda arvensis,0,0,1,0,0,,Buen tiempo,,
10/03/2023,Martinazo,11,11:19,11:38,Sturnus unicolor,0,0,1,0,0,,Buen tiempo,,
10/03/2023,Martinazo,11,11:19,11:38,Upupa epops,0,0,1,0,0,,Buen tiempo,,
10/03/2023,Martinazo,11,11:19,11:38,Turdus philomelos,0,0,1,0,0,,Buen tiempo,,
23/03/2023,Control,1,8:00,8:20,Cyanopica cooki,10,0,3,3,0,,Niebla y 7 grados,,
23/03/2023,Control,1,8:00,8:20,Serinus serinus,1,0,0,1,0,,Niebla y 7 grados,,
23/03/2023,Control,1,8:00,8:20,Turdus merula,0,1,0,1,0,,Niebla y 7 grados,,
23/03/2023,Control,1,8:00,8:20,Fringilla coelebs,0,0,0,1,0,,Niebla y 7 grados,,
23/03/2023,Control,1,8:00,8:20,Curruca melanocephala,0,1,0,2,0,,Niebla y 7 grados,,
23/03/2023,Control,1,8:00,8:20,Milvus migrans,0,0,0,1,0,,Niebla y 7 grados,,
23/03/2023,Control,1,8:00,8:20,Motacilla alba,0,0,0,1,0,,Niebla y 7 grados,,
23/03/2023,Control,1,8:00,8:20,Erithacus rubecula,0,0,0,1,0,,Niebla y 7 grados,,
23/03/2023,Control,1,8:00,8:20,Larus cachinnans,0,0,0,1,0,,Niebla y 7 grados,,
23/03/2023,Sabinar,2,8:43,9:03,Chloris chloris,0,2,0,0,0,,Mucha niebla,,
23/03/2023,Sabinar,2,8:43,9:03,Parus major,0,1,0,0,0,,Mucha niebla,,
23/03/2023,Sabinar,2,8:43,9:03,Serinus serinus,0,4,0,2,0,,Mucha niebla,,
23/03/2023,Sabinar,2,8:43,9:03,Curruca melanocephala,0,2,0,0,0,,Mucha niebla,,
23/03/2023,Sabinar,2,8:43,9:03,Fringilla coelebs,0,1,1,3,0,,Mucha niebla,,
23/03/2023,Sabinar,2,8:43,9:03,Apus apus,0,1,0,0,0,,Mucha niebla,,
23/03/2023,Sabinar,2,8:43,9:03,Columba palumbus,0,0,0,1,0,,Mucha niebla,,
23/03/2023,Ojillo,3,9:12,9:35,Luscinia megarhynchos,0,1,0,0,0,,Despejado,,
23/03/2023,Ojillo,3,9:12,9:35,Serinus serinus,0,4,1,4,0,,Despejado,,
23/03/2023,Ojillo,3,9:12,9:35,Cecropis daurica,1,0,0,0,0,,Despejado,,
23/03/2023,Ojillo,3,9:12,9:35,Linaria cannabina,2,0,0,0,0,,Despejado,,
23/03/2023,Ojillo,3,9:12,9:35,Turdus merula,0,2,0,1,0,,Despejado,,
23/03/2023,Ojillo,3,9:12,9:35,Fringilla coelebs,0,2,0,0,0,,Despejado,,
23/03/2023,Ojillo,3,9:12,9:35,Curruca undata,0,1,1,1,0,,Despejado,,
23/03/2023,Ojillo,3,9:12,9:35,Parus major,0,1,0,0,0,,Despejado,,
23/03/2023,Ojillo,3,9:12,9:35,Curruca melanocephala,0,1,0,0,0,,Despejado,,
23/03/2023,Ojillo,3,9:12,9:35,Columba palumbus,0,1,0,0,1,,Despejado,,
23/03/2023,Ojillo,3,9:12,9:35,Turdus philomelos,0,0,2,0,0,,Despejado,,
23/03/2023,Ojillo,3,9:12,9:35,Cyanistes caeruleus,0,0,2,0,0,,Despejado,,
23/03/2023,Ojillo,3,9:12,9:35,Phylloscopus collybita,0,0,0,1,0,,Despejado,,
23/03/2023,Ojillo,3,9:12,9:35,Chloris chloris,0,0,0,1,0,,Despejado,,
23/03/2023,Ojillo,3,9:12,9:35,Galerida theklae,0,0,0,1,0,,Despejado,,
23/03/2023,Torre Palacio,8,10:25,10:50,Milvus migrans,4,2,3,1,0,,Despejado,,
23/03/2023,Torre Palacio,8,10:25,10:50,Cettia cetti,0,2,0,2,0,,Despejado,,
23/03/2023,Torre Palacio,8,10:25,10:50,Sturnus unicolor,3,7,1,2,0,,Despejado,,
23/03/2023,Torre Palacio,8,10:25,10:50,Streptopelia decaocto,0,4,4,3,0,,Despejado,,
23/03/2023,Torre Palacio,8,10:25,10:50,Ciconia ciconia,2,5,0,0,0,,Despejado,,
23/03/2023,Torre Palacio,8,10:25,10:50,Carduelis carduelis,2,0,0,0,0,,Despejado,,
23/03/2023,Torre Palacio,8,10:25,10:50,Passer domesticus,1,6,0,16,0,,Despejado,,
23/03/2023,Torre Palacio,8,10:25,10:50,Oriolus oriolus,0,1,0,0,0,,Despejado,,
23/03/2023,Torre Palacio,8,10:25,10:50,Chloris chloris,0,1,0,1,0,,Despejado,,
23/03/2023,Torre Palacio,8,10:25,10:50,Turdus merula,0,0,2,3,0,,Despejado,,
23/03/2023,Torre Palacio,8,10:25,10:50,Serinus serinus,0,0,0,1,0,,Despejado,,
23/03/2023,Torre Palacio,8,10:25,10:50,Emberiza calandra,0,0,0,1,0,,Despejado,,
23/03/2023,Torre Palacio,8,10:25,10:50,Parus major,0,0,1,1,0,,Despejado,,
23/03/2023,Torre Palacio,8,10:25,10:50,Cyanistes caeruleus,0,0,1,0,0,,Despejado,,
23/03/2023,Santa Olalla,9,9:45,10:05,Turdus merula,0,0,0,0,1,,Despejado,,
23/03/2023,Santa Olalla,9,9:45,10:05,Upupa epops,4,0,0,0,0,,Despejado,,
23/03/2023,Santa Olalla,9,9:45,10:05,Cisticola juncidis,0,2,0,1,0,,Despejado,,
23/03/2023,Santa Olalla,9,9:45,10:05,Galerida theklae,1,0,0,1,0,,Despejado,,
23/03/2023,Santa Olalla,9,9:45,10:05,Serinus serinus,2,0,0,3,0,,Despejado,,
23/03/2023,Santa Olalla,9,9:45,10:05,Phoenicopterus roseus,0,0,0,0,185,,Despejado,,
23/03/2023,Santa Olalla,9,9:45,10:05,Saxicola rubicola,1,0,1,0,0,,Despejado,,
23/03/2023,Santa Olalla,9,9:45,10:05,Tringa totanus,0,0,0,0,3,,Despejado,,
23/03/2023,Santa Olalla,9,9:45,10:05,Curruca undata,0,2,0,0,0,,Despejado,,
23/03/2023,Santa Olalla,9,9:45,10:05,Curruca melanocephala,0,2,0,0,0,,Despejado,,
23/03/2023,Santa Olalla,9,9:45,10:05,Hirundo rustica,1,0,2,0,0,,Despejado,,
23/03/2023,Santa Olalla,9,9:45,10:05,Chloris chloris,0,2,0,0,0,,Despejado,,
23/03/2023,Santa Olalla,9,9:45,10:05,Cettia cetti,0,1,0,0,0,,Despejado,,
23/03/2023,Santa Olalla,9,9:45,10:05,Ardea cinerea,0,0,0,0,1,,Despejado,,
23/03/2023,Santa Olalla,9,9:45,10:05,Merops apiaster,3,0,0,0,0,,Despejado,,
23/03/2023,Santa Olalla,9,9:45,10:05,Spatula clypeata,0,0,0,0,380,,Despejado,,
23/03/2023,Santa Olalla,9,9:45,10:05,Calidris pugnax,0,0,0,0,30,,Despejado,,
23/03/2023,Santa Olalla,9,9:45,10:05,Himantopus himantopus,0,0,0,0,11,,Despejado,,
23/03/2023,Santa Olalla,9,9:45,10:05,Anas crecca,0,0,0,0,110,,Despejado,,
23/03/2023,Santa Olalla,9,9:45,10:05,Spatula querquedula,0,0,0,0,2,,Despejado,,
23/03/2023,Santa Olalla,9,9:45,10:05,Mareca strepera,0,0,0,0,12,,Despejado,,
23/03/2023,Santa Olalla,9,9:45,10:05,Calidris alpina,0,0,0,0,10,,Despejado,,
23/03/2023,Santa Olalla,9,9:45,10:05,Tachybaptus ruficollis,0,0,0,0,4,,Despejado,,
23/03/2023,Santa Olalla,9,9:45,10:05,Anas platyrhynchos,0,0,0,0,52,,Despejado,,
23/03/2023,Santa Olalla,9,9:45,10:05,Fulica atra,0,0,0,0,10,,Despejado,,
23/03/2023,Santa Olalla,9,9:45,10:05,Ciconia ciconia,0,0,0,0,1,,Despejado,,
23/03/2023,Santa Olalla,9,9:45,10:05,Erithacus rubecula,0,0,0,0,1,,Despejado,,
23/03/2023,Martinazo,11,11:00,11:20,Circaetus gallicus,1,0,0,0,0,,Despejado,,
23/03/2023,Martinazo,11,11:00,11:20,Milvus migrans,2,2,0,0,0,,Despejado,,
23/03/2023,Martinazo,11,11:00,11:20,Ciconia ciconia,13,0,0,0,0,,Despejado,,
23/03/2023,Martinazo,11,11:00,11:20,Emberiza calandra,2,0,0,2,0,,Despejado,,
23/03/2023,Martinazo,11,11:00,11:20,Anas platyrhynchos,0,1,0,0,0,,Despejado,,
23/03/2023,Martinazo,11,11:00,11:20,Pica pica,4,0,0,0,0,,Despejado,,
23/03/2023,Martinazo,11,11:00,11:20,Plegadis falcinellus,1,0,0,0,0,,Despejado,,
23/03/2023,Martinazo,11,11:00,11:20,Saxicola rubicola,1,2,1,0,0,,Despejado,,
23/03/2023,Martinazo,11,11:00,11:20,Curruca melanocephala,1,1,0,0,0,,Despejado,,
23/03/2023,Martinazo,11,11:00,11:20,Passer domesticus,2,6,0,3,0,,Despejado,,
23/03/2023,Martinazo,11,11:00,11:20,Cisticola juncidis,1,0,0,0,0,,Despejado,,
23/03/2023,Martinazo,11,11:00,11:20,Gyps fulvus,7,0,1,0,6,,Despejado,,
23/03/2023,Martinazo,11,11:00,11:20,Merops apiaster,0,Bandos,0,0,0,,Despejado,,
23/03/2023,Martinazo,11,11:00,11:20,Cettia cetti,0,1,0,1,0,,Despejado,,
23/03/2023,Martinazo,11,11:00,11:20,Curruca undata,0,0,0,1,0,,Despejado,,
23/03/2023,Martinazo,11,11:00,11:20,Sturnus unicolor,0,0,0,2,0,,Despejado,,
23/03/2023,Martinazo,11,11:00,11:20,Lanius meridionalis,0,0,1,0,0,,Despejado,,
23/03/2023,Martinazo,11,11:00,11:20,Chloris chloris,0,0,0,1,0,,Despejado,,
23/03/2023,Martinazo,11,11:00,11:20,Tringa ochropus,1,0,0,0,0,,Despejado,,
28/03/2023,Ojillo,3,13:35,13:45,Lanius senator,0,0,1,0,0,,Buen tiempo,,
28/03/2023,Ojillo,3,13:35,13:45,Curruca undata,0,1,0,0,0,,Buen tiempo,,
28/03/2023,Ojillo,3,13:35,13:45,Alauda arvensis,1,0,0,0,0,,Buen tiempo,,
28/03/2023,Santa Olalla,4,12:50,13:18,Buteo buteo,0,1,0,0,0,,Buen tiempo,,
28/03/2023,Santa Olalla,4,12:50,13:18,Serinus serinus,2,3,0,0,0,,Buen tiempo,,
28/03/2023,Santa Olalla,4,12:50,13:18,Phoenicopterus roseus,0,0,0,0,1,,Buen tiempo,,
28/03/2023,Santa Olalla,4,12:50,13:18,Saxicola rubicola,1,1,1,1,0,,Buen tiempo,,
28/03/2023,Santa Olalla,4,12:50,13:18,Carduelis carduelis,2,0,0,0,0,,Buen tiempo,,
28/03/2023,Santa Olalla,4,12:50,13:18,Fulica atra,0,0,0,0,100,,Buen tiempo,,
28/03/2023,Santa Olalla,4,12:50,13:18,Curruca melanocephala,1,0,0,0,1,,Buen tiempo,,
28/03/2023,Santa Olalla,4,12:50,13:18,Tringa totanus,0,0,0,0,1,,Buen tiempo,,
28/03/2023,Santa Olalla,4,12:50,13:18,Hieraaetus pennatus,1,1,0,0,1,,Buen tiempo,,
28/03/2023,Santa Olalla,4,12:50,13:18,Merops apiaster,0,0,0,0,1,,Buen tiempo,,
28/03/2023,Santa Olalla,4,12:50,13:18,Milvus migrans,1,1,0,0,0,,Buen tiempo,,
28/03/2023,Santa Olalla,4,12:50,13:18,Cisticola juncidis,1,0,0,0,0,,Buen tiempo,,
28/03/2023,Santa Olalla,4,12:50,13:18,Anthus pratensis,0,1,0,0,0,,Buen tiempo,,
28/03/2023,Santa Olalla,4,12:50,13:18,Spinus spinus,0,0,0,1,0,,Buen tiempo,,
28/03/2023,Santa Olalla,4,12:50,13:18,Lanius senator,0,0,0,2,0,,Buen tiempo,,
28/03/2023,Santa Olalla,4,12:50,13:18,Cettia cetti,0,0,1,0,0,,Buen tiempo,,
28/03/2023,Santa Olalla,4,12:50,13:18,Linaria cannabina,0,0,7,0,0,,Buen tiempo,,
28/03/2023,Santa Olalla,4,12:50,13:18,Apus apus,0,0,0,2,0,,Buen tiempo,,
28/03/2023,Santa Olalla,4,12:50,13:18,Tachybaptus ruficollis,0,0,0,0,25,,Buen tiempo,,
28/03/2023,Santa Olalla,4,12:50,13:18,Anas platyrhynchos,0,0,0,0,90,,Buen tiempo,,
28/03/2023,Santa Olalla,4,12:50,13:18,Mareca strepera,0,0,0,0,6,,Buen tiempo,,
28/03/2023,Santa Olalla,4,12:50,13:18,Platalea leucorodia,0,0,0,0,2,,Buen tiempo,,
28/03/2023,Santa Olalla,4,12:50,13:18,Nycticorax nycticorax,0,0,0,0,1,,Buen tiempo,,
28/03/2023,Santa Olalla,4,12:50,13:18,Himantopus himantopus,0,0,0,0,3,,Buen tiempo,,
28/03/2023,Santa Olalla,4,12:50,13:18,Ardea cinerea,0,0,0,0,3,,Buen tiempo,,
28/03/2023,Santa Olalla,4,12:50,13:18,Aythya ferina,0,0,0,0,3,,Buen tiempo,,
28/03/2023,Santa Olalla,4,12:50,13:18,Limosa limosa,0,0,0,0,10,,Buen tiempo,,
28/03/2023,Santa Olalla,4,12:50,13:18,Spatula clypeata,0,0,0,0,70,,Buen tiempo,,
28/03/2023,Torre Palacio,8,11:12,11:35,Cettia cetti,0,2,0,3,0,,Buen tiempo,,
28/03/2023,Torre Palacio,8,11:12,11:35,Streptopelia decaocto,1,4,1,2,0,,Buen tiempo,,
28/03/2023,Torre Palacio,8,11:12,11:35,Ciconia ciconia,4,2,1,2,0,,Buen tiempo,,
28/03/2023,Torre Palacio,8,11:12,11:35,Merops apiaster,15,,0,0,0,,Buen tiempo,,
28/03/2023,Torre Palacio,8,11:12,11:35,Passer domesticus,0,3,0,0,0,,Buen tiempo,,
28/03/2023,Torre Palacio,8,11:12,11:35,Troglodytes troglodytes,0,1,0,0,0,,Buen tiempo,,
28/03/2023,Torre Palacio,8,11:12,11:35,Carduelis carduelis,0,3,0,0,0,,Buen tiempo,,
28/03/2023,Torre Palacio,8,11:12,11:35,Sturnus unicolor,0,3,0,0,0,,Buen tiempo,,
28/03/2023,Torre Palacio,8,11:12,11:35,Hieraaetus pennatus,1,0,0,0,0,,Buen tiempo,,
28/03/2023,Torre Palacio,8,11:12,11:35,Milvus migrans,1,0,0,1,0,,Buen tiempo,,
28/03/2023,Torre Palacio,8,11:12,11:35,Curruca melanocephala,0,1,0,0,0,,Buen tiempo,,
28/03/2023,Torre Palacio,8,11:12,11:35,Passer hispaniolensis,2,2,0,2,0,,Buen tiempo,,
28/03/2023,Torre Palacio,8,11:12,11:35,Luscinia megarhynchos,0,2,0,1,0,,Buen tiempo,,
28/03/2023,Torre Palacio,8,11:12,11:35,Chloris chloris,0,2,0,0,0,,Buen tiempo,,
28/03/2023,Torre Palacio,8,11:12,11:35,Emberiza calandra,0,0,0,1,0,,Buen tiempo,,
28/03/2023,Torre Palacio,8,11:12,11:35,Cyanistes caeruleus,0,0,1,1,0,,Buen tiempo,,
28/03/2023,Torre Palacio,8,11:12,11:35,Corvus corax,0,0,0,2,0,,Buen tiempo,,
28/03/2023,Torre Palacio,8,11:12,11:35,Serinus serinus,0,0,0,3,0,,Buen tiempo,,
28/03/2023,Torre Palacio,8,11:12,11:35,Sylvia atricapilla,0,0,1,0,0,,Buen tiempo,,
28/03/2023,Torre Palacio,8,11:12,11:35,Parus major,0,0,1,0,0,,Buen tiempo,,
28/03/2023,Martinazo,11,12:02,12:26,Curruca conspicillata,0,0,0,2,0,,Buen tiempo,,
28/03/2023,Martinazo,11,12:02,12:26,Tringa ochropus,1,0,0,0,0,,Buen tiempo,,
28/03/2023,Martinazo,11,12:02,12:26,Plegadis falcinellus,2,0,0,0,0,,Buen tiempo,,
28/03/2023,Martinazo,11,12:02,12:26,Anas platyrhynchos,2,0,1,0,0,,Buen tiempo,,
28/03/2023,Martinazo,11,12:02,12:26,Emberiza calandra,0,5,1,2,0,,Buen tiempo,,
28/03/2023,Martinazo,11,12:02,12:26,Merops apiaster,0,8,0,0,0,,Buen tiempo,,
28/03/2023,Martinazo,11,12:02,12:26,Saxicola rubicola,2,2,0,0,0,,Buen tiempo,,
28/03/2023,Martinazo,11,12:02,12:26,Ciconia ciconia,1,0,0,5,0,,Buen tiempo,,
28/03/2023,Martinazo,11,12:02,12:26,Milvus migrans,1,1,1,0,5,,Buen tiempo,,
28/03/2023,Martinazo,11,12:02,12:26,Buteo buteo,0,1,0,0,0,,Buen tiempo,,
28/03/2023,Martinazo,11,12:02,12:26,Grus grus,0,0,0,0,2,,Buen tiempo,,
28/03/2023,Martinazo,11,12:02,12:26,Apus apus,0,1,0,0,0,,Buen tiempo,,
28/03/2023,Martinazo,11,12:02,12:26,Circus cyaneus,0,0,0,0,1,,Buen tiempo,,
28/03/2023,Martinazo,11,12:02,12:26,Luscinia megarhynchos,0,0,0,1,0,,Buen tiempo,,
28/03/2023,Martinazo,11,12:02,12:26,Columba palumbus,0,0,2,0,0,,Buen tiempo,,
28/03/2023,Martinazo,11,12:02,12:26,Gyps fulvus,0,0,0,0,50,,Buen tiempo,,
28/03/2023,Martinazo,11,12:02,12:26,Lanius meridionalis,0,0,1,0,0,,Buen tiempo,,
28/03/2023,Martinazo,11,12:02,12:26,Phylloscopus collybita,0,0,0,1,0,,Buen tiempo,,
28/03/2023,Cancela Millán,15,9:10,9:33,Luscinia megarhynchos,1,0,0,0,0,,Despejado y frio,,
28/03/2023,Cancela Millán,15,9:10,9:33,Turdus philomelos,1,0,0,0,0,,Despejado y frio,,
28/03/2023,Cancela Millán,15,9:10,9:33,Lanius senator,2,0,0,0,0,,Despejado y frio,,
28/03/2023,Cancela Millán,15,9:10,9:33,Emberiza calandra,1,2,0,4,0,,Despejado y frio,,
28/03/2023,Cancela Millán,15,9:10,9:33,Alaudala rufescens,2,4,3,5,0,,Despejado y frio,,
28/03/2023,Cancela Millán,15,9:10,9:33,Melanocorypha calandra,4,3,4,4,0,,Despejado y frio,,
28/03/2023,Cancela Millán,15,9:10,9:33,Motacilla flava,1,1,0,2,0,,Despejado y frio,,
28/03/2023,Cancela Millán,15,9:10,9:33,Pterocles alchata,0,0,0,0,9,,Despejado y frio,,
28/03/2023,Cancela Millán,15,9:10,9:33,Corvus corax,0,2,0,0,16,,Despejado y frio,,
28/03/2023,Cancela Millán,15,9:10,9:33,Anthus pratensis,2,1,2,3,0,,Despejado y frio,,
28/03/2023,Cancela Millán,15,9:10,9:33,Coturnix coturnix,0,0,0,1,0,,Despejado y frio,,
28/03/2023,Cancela Millán,15,9:10,9:33,Gyps fulvus,0,0,0,0,5,,Despejado y frio,,
28/03/2023,Cancela Millán,15,9:10,9:33,Milvus migrans,0,0,0,0,1,,Despejado y frio,,
28/03/2023,Juncabalejo,16,8:25,8:52,Coturnix coturnix,0,3,0,2,0,,Despejado y frio,,
28/03/2023,Juncabalejo,16,8:25,8:52,Alaudala rufescens,1,4,3,5,0,,Despejado y frio,,
28/03/2023,Juncabalejo,16,8:25,8:52,Melanocorypha calandra,2,4,2,3,13,,Despejado y frio,,
28/03/2023,Juncabalejo,16,8:25,8:52,Cisticola juncidis,1,2,0,1,0,,Despejado y frio,,
28/03/2023,Juncabalejo,16,8:25,8:52,Emberiza calandra,2,2,2,3,0,,Despejado y frio,,
28/03/2023,Juncabalejo,16,8:25,8:52,Saxicola rubicola,4,0,4,1,0,,Despejado y frio,,
28/03/2023,Juncabalejo,16,8:25,8:52,Motacilla flava,5,3,1,2,0,,Despejado y frio,,
28/03/2023,Juncabalejo,16,8:25,8:52,Locustella naevia,0,1,0,1,0,,Despejado y frio,,
28/03/2023,Juncabalejo,16,8:25,8:52,Anthus pratensis,0,0,4,2,0,,Despejado y frio,,
28/03/2023,Juncabalejo,16,8:25,8:52,Ardea cinerea,0,0,0,0,1,,Despejado y frio,,
